codcen;descen;codcdc;descdc;lancamento;ite_pagrec_vencimento;iterea_pagamento;iterea_valpago;documento;codigo_pessoa;nome;valor_plano;valor_centro;observacao;nota;cab_pagrec_id;valor_bruto;filial
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55259;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;560;560; ;"24773-1/55;8219-1/FL";55986;560;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55262;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2016;2016; ;8222-1/FL;55989;2016;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55263;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;812;812; ;8223-1/FL;55990;812;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55264;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;70;70; ;8224-1/FL;55991;70;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55265;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;686;686; ;8225-1/FL;55992;686;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55266;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;182;182; ;8226-1/FL;55993;182;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55268;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;602;602; ;8228-1/FL;55995;602;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55269;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;588;588; ;8229-1/FL;55996;588;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55270;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;126;126; ;8230-1/FL;55997;126;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55271;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;1666;1666; ;8231-1/FL;55998;1666;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55272;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;1666;1666; ;8232-1/FL;55999;1666;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55275;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;1988;1988; ;8235-1/FL;56002;1988;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55276;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;272;272; ;8236-1/FL;56003;272;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55277;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2108;2108; ;8237-1/FL;56004;2108;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55278;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;323;323; ;"24790-1/55;8238-1/FL";56005;323;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55279;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2754;2754; ;8239-1/FL;56006;2754;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55280;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;1581;1581; ;"24781-1/55;8240-1/FL";56007;1581;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55281;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;357;357; ;8241-1/FL;56008;357;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55282;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2108;2108; ;8242-1/FL;56009;2108;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55283;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;697;697; ;8243-1/FL;56010;697;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55286;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;1751;1751; ;8246-1/FL;56015;1751;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55287;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2312;2312; ;8247-1/FL;56016;2312;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55288;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2397;2397; ;8248-1/FL;56017;2397;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55289;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2108;2108; ;8249-1/FL;56018;2108;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55290;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;782;782; ;8250-1/FL;56019;782;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55291;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;782;782; ;8251-1/FL;56020;782;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55292;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;5440;5440; ;;56021;5440;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55293;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;5440;5440; ;8252-1/FL;56022;5440;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55294;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;901;901; ;8253-1/FL;56023;901;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55295;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;952;952; ;8254-1/FL;56024;952;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55296;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;255;255; ;8255-1/FL;56025;255;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55297;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2873;2873; ;8256-1/FL;56026;2873;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55298;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2873;2873; ;8257-1/FL;56027;2873;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55299;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2414;2414; ;8258-1/FL;56028;2414;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55300;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2193;2193; ;8259-1/FL;56029;2193;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55301;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2142;2142; ;8260-1/FL;56030;2142;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55260;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;392;392; ;8220-1/FL;55987;392;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55261;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;420;420; ;8221-1/FL;55988;420;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;28/03/2026;2026-03-28;NAO PAGO;0;CTF55274;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;924;924; ;"24785-1/55;8234-1/FL";56001;924;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55302;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2244;2244; ;8261-1/FL;56031;2244;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55303;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;68;68; ;8262-1/FL;56032;68;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55304;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;170;170; ;;56033;170;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;30/03/2026;2026-03-30;NAO PAGO;0;CTF55305;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;425;425; ;;56034;425;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;NAO PAGO;0;CTF55323;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;782;782; ;8290-1/FL;56738;782;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;NAO PAGO;0;CTF55324;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;1802;1802; ;8291-1/FL;56739;1802;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;NAO PAGO;0;CTF55325;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;748;748; ;8292-1/FL;56740;748;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;NAO PAGO;0;CTF55326;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2261;2261; ;8293-1/FL;56742;2261;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;NAO PAGO;0;CTF55327;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;231,2;231,2; ;8294-1/FL;56744;231,2;G&S MARINGA
2.7.7.2;RECEITA / EKIPA SERVICOS - G&S / G&S MARINGA / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;NAO PAGO;0;CTF55328;716;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;510;510; ;8295-1/FL;56748;510;G&S MARINGA
2.7.8.2;RECEITA / EKIPA SERVICOS - G&S / G&S PRUDENTE / COMERCIAL;5.7.2;FRETE PROPRIO;24/03/2026;2026-03-24;2026-04-20;2310;CTF013482;330;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2310;2310; ;8193-1/FL;55063;2310;G&S PRUDENTE
2.7.8.2;RECEITA / EKIPA SERVICOS - G&S / G&S PRUDENTE / COMERCIAL;5.7.2;FRETE PROPRIO;20/03/2026;2026-03-20;2026-04-20;4340;CTF013468;330;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;4340;4340; ;8179-1/FL;54586;4340;G&S PRUDENTE
2.7.8.2;RECEITA / EKIPA SERVICOS - G&S / G&S PRUDENTE / COMERCIAL;5.7.2;FRETE PROPRIO;20/03/2026;2026-03-20;2026-04-20;882;CTF013469;330;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;882;882; ;8180-1/FL;54599;882;G&S PRUDENTE
2.7.8.2;RECEITA / EKIPA SERVICOS - G&S / G&S PRUDENTE / COMERCIAL;5.7.2;FRETE PROPRIO;20/03/2026;2026-03-20;2026-04-20;14;CTF013470;330;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;14;14; ;8181-1/FL;54604;14;G&S PRUDENTE
2.7.8.2;RECEITA / EKIPA SERVICOS - G&S / G&S PRUDENTE / COMERCIAL;5.7.2;FRETE PROPRIO;20/03/2026;2026-03-20;2026-04-20;1008;CTF013471;330;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;1008;1008; ;8182-1/FL;54613;1008;G&S PRUDENTE
2.7.8.2;RECEITA / EKIPA SERVICOS - G&S / G&S PRUDENTE / COMERCIAL;5.7.2;FRETE PROPRIO;23/03/2026;2026-03-23;2026-04-20;2282;CTF013472;330;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2282;2282; ;8183-1/FL;54926;2282;G&S PRUDENTE
2.7.8.2;RECEITA / EKIPA SERVICOS - G&S / G&S PRUDENTE / COMERCIAL;5.7.2;FRETE PROPRIO;23/03/2026;2026-03-23;2026-04-20;3220;CTF013473;330;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;3220;3220; ;"24772-1/55;8184-1/FL";54942;3220;G&S PRUDENTE
2.7.8.2;RECEITA / EKIPA SERVICOS - G&S / G&S PRUDENTE / COMERCIAL;5.7.2;FRETE PROPRIO;23/03/2026;2026-03-23;2026-04-20;1862;CTF013474;330;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;1862;1862; ;8185-1/FL;54943;1862;G&S PRUDENTE
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-16;1122;CTF42534;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;1122;1122; ;8325-1/FL;56848;1122;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;187;CTF42524;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;187;187; ;8315-1/FL;56825;187;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;4896;CTF42525;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;4896;4896; ;8316-1/FL;56827;4896;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;204;CTF42526;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;204;204; ;8317-1/FL;56832;204;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;391;CTF42528;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;391;391; ;8319-1/FL;56839;391;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;255;CTF42529;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;255;255; ;8320-1/FL;56840;255;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;187;CTF42531;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;187;187; ;8322-1/FL;56845;187;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;4080;CTF42532;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;4080;4080; ;8323-1/FL;56846;4080;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;238;CTF42533;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;238;238; ;8324-1/;56847;238;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;2635;CTF42536;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;2635;2635; ;8327-1/FL;56861;2635;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;289;CTF42537;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;289;289; ;8328-1/FL;56863;289;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;170;CTF42538;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;170;170; ;8329-1/FL;56864;170;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;340;CTF42539;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;340;340; ;8330-1/FL;56866;340;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;1037;CTF42540;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;1037;1037; ;8331-1/FL;56868;1037;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;17;CTF42541;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;17;17; ;8332-1/FL;56871;17;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;459;CTF42542;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;459;459; ;8333-1/FL;56873;459;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;374;CTF42543;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;374;374; ;8334-1/FL;56875;374;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;476;CTF42544;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;476;476; ;8335-1/FL;56877;476;G&S DOURADOS
2.7.5.2;RECEITA / EKIPA SERVICOS - G&S / G&S DOURADOS / COMERCIAL;5.7.2;FRETE PROPRIO;31/03/2026;2026-03-31;2026-04-17;289;CTF42545;251;G3S COMERCIO E INDUSTRIA DE FERRO E ACO LTDA;289;289; ;8336-1/FL;56879;289;G&S DOURADOS
