codcen;descen;codcdc;descdc;lancamento;ite_pagrec_vencimento;iterea_pagamento;iterea_valpago;documento;codigo_pessoa;nome;valor_plano;valor_centro;observacao;nota;cab_pagrec_id;valor_bruto;filial
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5258;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-686;-686; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5258-2/57;56237;686;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5259;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-560;-560; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5259-2/57;56258;560;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5260;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-392;-392; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5260-2/57;56263;392;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5261;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-420;-420; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5261-2/57;56269;420;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5263;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-812;-812; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5263-2/57;56275;812;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5264;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-70;-70; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5264-2/57;56277;70;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5266;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-182;-182; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5266-2/57;56278;182;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5267;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-1862;-1862; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5267-2/57;56286;1862;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5268;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-602;-602; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5268-2/57;56288;602;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5262;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2016;-2016; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5262-2/57;56290;2016;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5265;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-686;-686; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5265-2/57;56296;686;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5269;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-588;-588; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5269-2/57;56301;588;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5270;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-126;-126; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5270-2/57;56330;126;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5271;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-1666;-1666; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5271-2/57;56334;1666;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5272;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-1666;-1666; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5272-2/57;56337;1666;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5274;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-924;-924; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5274-2/57;56340;924;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5275;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-1988;-1988; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5275-2/57;56345;1988;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5276;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-272;-272; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5276-2/57;56351;272;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5277;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2108;-2108; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5277-2/57;56355;2108;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5278;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-323;-323; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5278-2/57;56357;323;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5279;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2754;-2754; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5279-2/57;56361;2754;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5280;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-1581;-1581; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5280-2/57;56374;1581;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5281;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-357;-357; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5281-2/57;56376;357;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5282;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2108;-2108; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5282-2/57;56381;2108;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;28/03/2026;2026-04-05;NAO PAGO;0;CTE-5283;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-697;-697; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5283-2/57;56382;697;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5286;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-1751;-1751; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5286-2/57;56387;1751;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5288;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2397;-2397; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5288-2/57;56400;2397;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5290;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-782;-782; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5290-2/57;56403;782;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5291;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-782;-782; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5291-2/57;56405;782;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5292;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-5440;-5440; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5292-2/57;56410;5440;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5293;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-5440;-5440; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5293-2/57;56413;5440;G3S MARINGA
1.2.5.2;GERAL CONSOLIDADO / SELETIVA / PRESIDENTE PRUDENTE / COMERCIAL;6.6.6;FRETE DE COLETA;23/03/2026;2026-04-05;NAO PAGO;0;CTE-13476;376;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2754;-2754; -  DOCUMENTO ELETRÔNICO REFERENCIADO;13476-1/57;56420;2754;G3S PRUDENTE
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5294;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-901;-901; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5294-2/57;56421;901;G3S MARINGA
1.2.5.2;GERAL CONSOLIDADO / SELETIVA / PRESIDENTE PRUDENTE / COMERCIAL;6.6.6;FRETE DE COLETA;25/03/2026;2026-04-05;NAO PAGO;0;CTE-13488;376;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-1043,8;-1043,8; -  DOCUMENTO ELETRÔNICO REFERENCIADO;13488-1/57;56424;1043,8;G3S PRUDENTE
1.2.5.2;GERAL CONSOLIDADO / SELETIVA / PRESIDENTE PRUDENTE / COMERCIAL;6.6.6;FRETE DE COLETA;27/03/2026;2026-04-05;NAO PAGO;0;CTE-13495;376;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2771;-2771; -  DOCUMENTO ELETRÔNICO REFERENCIADO;13495-1/57;56425;2771;G3S PRUDENTE
1.2.5.2;GERAL CONSOLIDADO / SELETIVA / PRESIDENTE PRUDENTE / COMERCIAL;6.6.6;FRETE DE COLETA;27/03/2026;2026-04-05;NAO PAGO;0;CTE-13497;376;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2788;-2788; -  DOCUMENTO ELETRÔNICO REFERENCIADO;13497-1/57;56427;2788;G3S PRUDENTE
1.2.5.2;GERAL CONSOLIDADO / SELETIVA / PRESIDENTE PRUDENTE / COMERCIAL;6.6.6;FRETE DE COLETA;27/03/2026;2026-04-05;NAO PAGO;0;CTE-13498;376;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2788;-2788; -  DOCUMENTO ELETRÔNICO REFERENCIADO;13498-1/57;56428;2788;G3S PRUDENTE
1.2.5.2;GERAL CONSOLIDADO / SELETIVA / PRESIDENTE PRUDENTE / COMERCIAL;6.6.6;FRETE DE COLETA;27/03/2026;2026-04-05;NAO PAGO;0;CTE-13499;376;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-1293,7;-1293,7; -  DOCUMENTO ELETRÔNICO REFERENCIADO;13499-1/57;56430;1293,7;G3S PRUDENTE
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5295;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-952;-952; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5295-2/57;56431;952;G3S MARINGA
1.2.5.2;GERAL CONSOLIDADO / SELETIVA / PRESIDENTE PRUDENTE / COMERCIAL;6.6.6;FRETE DE COLETA;27/03/2026;2026-04-05;NAO PAGO;0;CTE-13500;376;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2655,4;-2655,4; -  DOCUMENTO ELETRÔNICO REFERENCIADO;13500-1/57;56432;2655,4;G3S PRUDENTE
1.2.5.2;GERAL CONSOLIDADO / SELETIVA / PRESIDENTE PRUDENTE / COMERCIAL;6.6.6;FRETE DE COLETA;27/03/2026;2026-04-05;NAO PAGO;0;CTE-13502;376;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2278;-2278; -  DOCUMENTO ELETRÔNICO REFERENCIADO;13502-1/57;56433;2278;G3S PRUDENTE
1.2.5.2;GERAL CONSOLIDADO / SELETIVA / PRESIDENTE PRUDENTE / COMERCIAL;6.6.6;FRETE DE COLETA;27/03/2026;2026-04-05;NAO PAGO;0;CTE-13504;376;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2788;-2788; -  DOCUMENTO ELETRÔNICO REFERENCIADO;13504-1/57;56434;2788;G3S PRUDENTE
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5296;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-255;-255; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5296-2/57;56435;255;G3S MARINGA
1.2.5.2;GERAL CONSOLIDADO / SELETIVA / PRESIDENTE PRUDENTE / COMERCIAL;6.6.6;FRETE DE COLETA;27/03/2026;2026-04-05;NAO PAGO;0;CTE-13505;376;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2686;-2686; -  DOCUMENTO ELETRÔNICO REFERENCIADO;13505-1/57;56436;2686;G3S PRUDENTE
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5297;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2873;-2873; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5297-2/57;56440;2873;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5298;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2873;-2873; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5298-2/57;56444;2873;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5299;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2414;-2414; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5299-2/57;56445;2414;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5300;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2193;-2193; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5300-2/57;56447;2193;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5301;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2142;-2142; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5301-2/57;56448;2142;G3S MARINGA
1.2.4.2;GERAL CONSOLIDADO / SELETIVA / MARINGA / COMERCIAL;6.6.6;FRETE DE COLETA;30/03/2026;2026-04-05;NAO PAGO;0;CTE-5302;7886;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;-2244;-2244; -  DOCUMENTO ELETRÔNICO REFERENCIADO;5302-2/57;56449;2244;G3S MARINGA
